Order ID,Order Date,Category,Sub-Category,Sales,Profit,Region,Customer Segment
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,2024-02-28,Footwear,Heels,370.21,101.12,North America,Returning
9be578c7-81f6-41d4-a392-31a7d777a477,2023-04-09,Accessories,Bags,445.86,95.98,Middle East,Returning
295b4715-c333-4861-9fb8-d16c2720797d,2022-11-05,Clothing,Jackets,77.41,23.19,South America,Returning
87c5421e-ec24-43c5-8754-108ff4188f3f,2024-04-17,Clothing,Dresses,385.18,94.93,Asia,Loyal
04fc6d82-7d15-4385-92fb-e43b99546eb4,2022-01-01,Clothing,Tops,390.06,86.92,Asia,New
fc3e058b-e0f3-4ab0-9cec-4eb5edd96831,2022-06-23,Accessories,Bags,270.91,54.08,South America,New
e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,2023-04-23,Accessories,Bags,32.2,2.83,Europe,Returning
bb5e4bcf-15ed-4269-9429-6c07f26b4776,2024-05-31,Clothing,Tops,35.09,9.57,Europe,New
c2b6d2c5-fa5d-4100-91b7-e948d0e6e660,2024-01-25,Footwear,Sneakers,170.89,38.96,North America,Returning
a8e56e0c-20de-435d-a031-d750c40db9b4,2024-04-07,Footwear,Sneakers,455.63,62.54,Asia,New
43dac043-2a45-42ab-8cbf-edb0f264accc,2024-01-09,Clothing,Pants,216.98,68.23,Europe,Returning
f6e07cc0-6c52-449f-9b49-bd26df57c59a,2024-03-30,Accessories,Bags,129.82,9.99,South America,Loyal
badcc32a-c159-4f53-8a0f-4efbedcd465e,2022-11-26,Clothing,Tops,159.08,16.93,Middle East,Loyal
66245bfa-4fcc-439a-b683-d2e6337ea2df,2024-12-07,Clothing,Tops,466.25,155.19,Asia,New
e64d1bcb-7027-43a1-9f98-7c71a65e688e,2024-11-09,Footwear,Sneakers,324.03,115.03,Asia,New
3985c3cf-3f76-4e1d-9efa-21977394988f,2024-03-15,Clothing,Tops,405.76,46.78,Asia,Returning
8dcdcd03-969b-4662-8562-8059568cc69b,2022-04-10,Accessories,Bags,448.43,107.07,North America,New
122c9a56-01d7-4256-b860-2ab696a402f2,2022-12-24,Clothing,Pants,407.57,148.21,South America,Returning
e7c99b26-1141-45c6-ba9b-edd40f1259e0,2024-09-07,Accessories,Scarves,172.64,15.28,South America,Returning
839fbc50-1223-4513-9496-f63cdc1110c1,2022-02-18,Footwear,Boots,129.41,25.82,Middle East,New
36d8393a-7c44-4fe7-ab42-20a7474a493b,2023-01-05,Accessories,Jewelry,412.65,144.95,Europe,New
e1e3db63-ef7d-4c76-b92d-a22b21df306f,2024-04-17,Clothing,Jackets,23.34,5.34,Asia,Loyal
c8dcd19f-3e35-4128-b900-f7f993829b43,2024-06-06,Footwear,Heels,220.36,28.15,North America,Returning
1825bc54-30be-445f-a835-14f2ceb81f9d,2024-01-05,Footwear,Sandals,77.54,13.04,Africa,New
6c6fa611-5ab3-4edf-ae59-5ed3a8b317fa,2022-05-31,Clothing,Jackets,472.6,77.09,Asia,Returning
0dde29a6-baa4-471a-9d24-67ac778eedb3,2023-10-01,Clothing,Pants,269.02,79.65,Europe,New
1931e9ee-a56c-4941-bbf2-4050a748dbcf,2024-11-12,Clothing,Jackets,194.54,75.89,Africa,New
ccf3a171-56dc-4907-ba6c-34ab6712303a,2022-04-05,Footwear,Sneakers,481.97,66.57,Africa,Returning
894a05e4-30b1-47ef-b10c-0c003fa7f104,2022-06-19,Clothing,Tops,258.68,40.17,Middle East,Loyal
474ebc19-2ef9-4276-ac00-6f6123e2fcb4,2023-11-28,Footwear,Heels,156.72,9.86,Asia,Returning
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,2023-12-20,Footwear,Sneakers,312.59,70.63,South America,Loyal
8ce21ea3-db20-456e-9c81-5fe7ceda8bbb,2023-11-20,Accessories,Jewelry,44.71,6.6,Asia,Loyal
8a63f881-ffd0-49d5-a6f2-f7b80cf35b58,2022-06-02,Clothing,Pants,455.97,61.03,South America,Loyal
c0e9ab30-ed26-42e9-97e0-11b7f8102383,2022-01-23,Clothing,Dresses,89.55,19.82,Africa,New
7b3a4e3e-7c52-4a17-a80a-c07a2a935d62,2023-01-03,Accessories,Jewelry,493.11,66.43,Africa,Returning
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,2022-11-29,Footwear,Heels,342.63,108.47,Europe,Loyal
63f2ae24-fc3d-4348-808d-4127610461e3,2022-09-13,Clothing,Pants,134.07,40.87,Asia,New
747b6dba-c8fe-4ccd-88b8-d9c6ed3049cf,2023-02-16,Footwear,Sandals,196.54,53.32,Europe,Loyal
bb026576-f512-44c3-b253-d2186c4a37ea,2023-03-20,Accessories,Belts,324.09,76.98,Middle East,Loyal
27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,2024-05-13,Accessories,Belts,63.34,21.68,South America,Loyal
0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,2022-10-22,Accessories,Jewelry,173.97,20.06,South America,New
bf7b539b-0f9a-4a4b-8acd-4e10bc594585,2024-06-18,Clothing,Dresses,39.57,10.16,South America,New
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,2023-05-03,Clothing,Pants,345.23,19.27,Asia,New
284d82e5-87f7-41fb-9a4b-d9caeb5cf467,2024-02-21,Accessories,Scarves,265.8,34.36,Middle East,New
d9f195d0-1482-4f53-8201-0c62f5f59b22,2022-03-30,Clothing,Pants,329.68,36.6,Europe,New
acdabacc-1165-4210-9854-3881118a9d29,2022-10-16,Accessories,Scarves,351.65,65.18,Middle East,Loyal
e3e9de99-f10c-418b-9eb0-e38a675dd5af,2023-01-01,Clothing,Tops,469.63,46.09,Middle East,New
0a2c827e-9832-4856-9434-0a033f07f814,2024-06-03,Accessories,Bags,183.71,16.48,Middle East,Returning
956b8c0c-a849-4b92-ab52-52e314fcdd54,2024-08-20,Accessories,Belts,463.85,165.63,Europe,Loyal
42c18a62-ef48-48d5-90fd-9d3f85d51695,2024-05-28,Accessories,Belts,143.81,40.41,South America,New
3d1a85dd-506e-4a9a-b758-588dab73295b,2022-11-14,Accessories,Scarves,412.27,100.73,Africa,Returning
a53f8a28-abf3-43fc-a181-3d25655238a6,2023-02-17,Clothing,Dresses,274.23,36.92,Europe,Returning
c07a30f2-edd4-453b-90f0-fd0a750cab75,2023-04-12,Clothing,Pants,64.69,23.55,Africa,New
ff9ab5c2-9f04-4aed-b552-332702627f73,2022-04-23,Clothing,Dresses,452.2,122.81,Asia,New
89a2688b-12c1-46e0-9998-5f15ff002d4d,2024-05-24,Clothing,Pants,182.73,31.47,Middle East,Returning
eeea163e-21e8-4c68-83e4-2caf8181a8cc,2022-11-28,Footwear,Sandals,368.46,134.12,South America,Loyal
3e896c64-e117-4ac3-919c-4ea3e1805081,2023-06-27,Footwear,Boots,445.8,143.97,Middle East,Returning
d5704f32-702c-4d20-a862-18b848f4ef12,2023-07-29,Footwear,Sandals,328.18,26.07,Middle East,Returning
fbddcf7c-9c96-49ec-8d71-c366b41b3143,2024-04-23,Clothing,Dresses,97.58,35.57,Europe,Returning
d12dbc9a-aaf9-4531-8200-b1f08768a84f,2024-10-12,Footwear,Sandals,311.09,16.56,Europe,Returning
1a84a51a-a9d3-47c7-ae87-905e4ca415ea,2024-05-11,Clothing,Pants,68.71,19.39,Asia,New
1b66b5a9-e3c4-4657-9d8c-bbac43b409ef,2022-07-28,Clothing,Jackets,22.43,2.38,Europe,Returning
9ad620ab-4821-4ddb-85b8-9cd927cb6f2a,2024-05-09,Accessories,Belts,283.39,82.8,North America,New
afffcfd2-341e-440b-97c7-00aab7b56ea7,2022-11-24,Accessories,Jewelry,332.94,42.78,Asia,New
7d106c60-8162-4cf1-8394-72e6da587e8a,2024-09-12,Footwear,Sandals,361.85,48.14,Middle East,Returning
0d01280f-d89a-40c0-a87d-1c78e7c421c7,2023-01-26,Clothing,Jackets,176.19,54.84,North America,Loyal
46d483f3-d450-481c-ac6f-7633a2607723,2022-05-24,Footwear,Boots,331.82,115.22,Africa,Returning
217d65a0-c568-41cd-9563-f61600e85ece,2022-03-10,Accessories,Belts,335.65,83.55,Europe,Returning
bdc14f1f-295d-4fbf-830f-801dfad409e2,2024-09-16,Footwear,Sandals,64.96,11.61,North America,Loyal
8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99,2023-11-18,Footwear,Boots,147.3,19.94,North America,Loyal
e21342b0-f1ee-4ba3-9343-2e611ca3c448,2022-01-16,Accessories,Scarves,487.05,91.36,Asia,New
093923de-8bab-4e3b-a628-6bfbe767dcea,2024-12-09,Footwear,Heels,448.18,121.41,Europe,Returning
6e068097-25e9-4977-8d72-48e2951f58d0,2023-07-28,Accessories,Scarves,401.51,90.71,Asia,Returning
e623a689-5d59-4d2a-8eea-04e70ab54bde,2022-07-17,Footwear,Heels,296.91,66.03,Europe,Returning
ae9bec36-35c7-436c-9b99-62c6e61fecc0,2022-03-03,Clothing,Tops,113.72,34.44,Middle East,New
c7b5b2bc-5a8a-4eca-9a50-aec3aabc25fa,2023-01-23,Clothing,Tops,154.77,9.06,Africa,Loyal
f94d6204-6808-493f-9fed-2c43e256a6dc,2024-05-19,Accessories,Jewelry,329.83,36.94,Asia,Returning
ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9,2024-08-22,Clothing,Pants,471.42,180.97,North America,New
ccc56569-f9e8-4369-a999-b735dd56cc94,2023-01-03,Accessories,Bags,459.13,82.44,Africa,Returning
2dea9493-0658-463a-a98c-206fe1a47e10,2022-10-03,Accessories,Scarves,27.42,10.28,South America,Returning
cd5f4822-6966-48aa-ae49-f329c84a7b28,2023-06-01,Footwear,Sneakers,225.53,87.58,South America,Returning
3f87e362-cf8d-446a-bc2c-bb0ddd334cc7,2024-11-06,Footwear,Boots,482.54,168.19,North America,Loyal
1bac27a7-b386-47a4-8991-603f28c13091,2023-02-19,Clothing,Pants,161.34,29.81,Europe,Returning
787f2425-dbcc-4477-89e9-db0adf465290,2023-08-18,Footwear,Heels,428.55,68.96,South America,Loyal
75d66ed4-eb1f-49f2-910b-d1d033173470,2022-12-12,Accessories,Jewelry,101.36,24.82,South America,New
df0f06cb-cb9b-4326-920e-ac174e20fd1a,2023-06-28,Footwear,Sandals,469.35,137.81,Africa,New
3170f437-a8f7-4f5a-860e-df5b39118497,2022-12-20,Footwear,Boots,293.63,24.67,Africa,Loyal
11c58ef0-dd46-4c09-8752-87aa5408f9ac,2023-09-11,Footwear,Boots,315.2,124.98,Asia,New
6651529e-8268-490b-a438-25b559e4b671,2023-03-10,Clothing,Jackets,87.24,20.19,Africa,Returning
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,2024-11-21,Clothing,Jackets,441.14,136.43,North America,New
42deffcc-f86c-4ca2-a085-96db1d870966,2022-02-12,Accessories,Jewelry,354.57,104.91,Asia,New
43f59a85-fbc9-487a-b668-a61794a1875d,2022-10-05,Accessories,Belts,192.56,29.41,Middle East,New
587ef344-6f3f-420c-98b8-e4cc1bc044fc,2022-03-01,Accessories,Scarves,408.49,136.25,Europe,New
82ec9f2d-fbf6-416f-9b30-80d56fb78271,2023-05-03,Clothing,Tops,436.19,161.23,Africa,Returning
30a900ad-939b-462d-a645-f129629c2ae3,2022-06-29,Clothing,Tops,265.44,59.86,Europe,Loyal
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,2023-01-31,Footwear,Sneakers,403.18,111.88,Middle East,Loyal
afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,2024-03-18,Clothing,Jackets,356.94,117.26,Middle East,Returning
11e9cdaa-6e69-41a3-9d3d-9e563270e4fa,2024-11-07,Footwear,Heels,447.2,75.26,Middle East,Loyal
505cc686-9f87-4ce7-9487-fd4febb7a385,2024-10-28,Accessories,Bags,200.28,16.6,North America,Returning
e6697833-b841-40a0-9fe7-71d6d9178793,2024-10-27,Footwear,Boots,297.57,18.62,South America,Loyal
688c7015-aab9-4e49-8f2d-479681d2c7de,2023-04-12,Footwear,Heels,243.49,58.42,Africa,Loyal
8dedf9fb-4bb0-4f20-b27c-40266703b636,2023-05-22,Clothing,Dresses,157.54,40.45,Europe,New
f0bbac67-aa38-40a1-aba2-5efe311c6eb6,2022-07-17,Clothing,Dresses,34.64,2.18,South America,Loyal
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,2023-08-12,Clothing,Dresses,414.85,73.04,Middle East,Returning
8c459ce2-67f4-4ad5-8d0b-0d1a91b0e1d9,2024-08-14,Accessories,Jewelry,80.99,18.85,Asia,New
6e0d2648-35ce-4841-8973-2d6c4dcabfb7,2022-01-01,Clothing,Jackets,389.6,48.91,Europe,Returning
77097749-527e-4cfa-a79a-c9aa9b4e2c24,2024-06-19,Footwear,Sneakers,318.99,25.48,Africa,Loyal
82dc4c8e-36b5-429a-acf5-e81e71316269,2023-11-18,Accessories,Jewelry,44.81,10.57,Asia,New
cbc84759-f5b7-4cc7-a6b3-c944cb323e35,2024-01-06,Accessories,Scarves,279.5,76.33,North America,Loyal
83f4a9a9-48a6-49d0-95b5-2908a8aa7158,2022-09-21,Accessories,Bags,368.52,144.29,South America,Returning
17e8392a-55ce-45db-9e87-e04ca2086977,2024-10-28,Footwear,Sneakers,267.82,43.66,Asia,Loyal
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,2022-12-31,Accessories,Jewelry,401.69,58.16,Asia,Returning
3eae0032-0bd4-4990-8640-be0f25b8fd4b,2022-11-06,Footwear,Heels,230.71,17.87,Middle East,Loyal
12a4def0-c4bb-47a9-9988-68dd9c7c7377,2024-01-09,Footwear,Sandals,32.17,12.45,Europe,New
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,2023-12-09,Clothing,Jackets,421.27,123.68,North America,New
7e8f8095-624c-49b6-b244-45a7b7e58481,2022-10-30,Clothing,Pants,216.3,23.93,Africa,Loyal
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,2023-09-13,Clothing,Jackets,95.09,13.08,Europe,New
c521bf2d-dc45-4539-803f-3538e4855aa1,2022-01-09,Accessories,Belts,283.63,85.12,South America,New
2d06e8cf-3805-4907-acd6-6193c7468f59,2022-06-15,Accessories,Jewelry,336.89,49.85,Europe,Loyal
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,2024-12-17,Footwear,Sneakers,478.34,147.45,Middle East,Loyal
74daaebf-1f11-4b76-992c-9227eadf5085,2023-01-23,Clothing,Pants,286.09,75.56,South America,Returning
87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,2022-07-27,Accessories,Bags,221.41,30.27,Africa,New
c1581092-f335-4ba3-913a-7052986f9025,2024-05-18,Clothing,Dresses,190.87,60.17,South America,Loyal
e45b712e-b822-4688-90a4-44329cd6c852,2023-11-19,Clothing,Jackets,26.91,2.44,Europe,Returning
8c41561b-e827-41b9-94a0-2e536d3ee1dc,2024-02-24,Accessories,Bags,42.08,2.7,Africa,New
dc8aee30-be60-43f7-a8be-9288e5af6e39,2023-11-24,Accessories,Bags,430.62,127.58,South America,Returning
3f4b1a70-c074-418e-825a-609f7337c599,2024-01-08,Clothing,Pants,247.6,20.86,Middle East,New
8573e793-c715-42b9-840c-5d9146fde062,2024-09-17,Accessories,Scarves,255.98,55.22,Africa,New
709b7d97-464c-44af-bd3f-3799a07295e9,2024-01-23,Clothing,Tops,103.14,20.82,South America,New
458f1f19-3c07-4574-8925-7af1b6aae05b,2022-05-01,Footwear,Sandals,211.28,56.1,Asia,New
14a0bccb-8a47-4a87-a49d-681d51d87c64,2023-06-06,Clothing,Dresses,324.84,21.39,Europe,Returning
b1a6b1f1-620e-49d3-bb33-f3d8269cd696,2022-08-03,Clothing,Dresses,199.81,53.76,South America,Loyal
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,2022-08-26,Accessories,Belts,261.51,91.47,Middle East,New
6a702e2f-7746-40ba-8ae8-905b54b4a482,2023-09-26,Clothing,Tops,336.17,35.98,Middle East,Loyal
63b4c08b-6b8e-469f-9538-5b0e34f3193c,2022-04-07,Clothing,Tops,53.87,14.81,Africa,New
db52ca58-0500-4bc6-b20d-cb6ef2311f17,2024-06-26,Clothing,Pants,32.73,8.35,Europe,Returning
f1578470-0182-47c4-ba1b-58066160a6b4,2024-06-13,Accessories,Belts,471.31,118.49,Africa,Returning
da7b9095-63d6-4a39-80e3-befd4c71e0fe,2023-07-01,Footwear,Sneakers,206.32,56.77,Middle East,Loyal
8bcf53a1-bc10-4a52-bf5d-2fdf89c8d2ab,2023-10-13,Accessories,Belts,239.96,57.82,North America,Returning
382c043f-7cfc-4b79-b875-394ce5d6f6e6,2024-07-26,Footwear,Sneakers,471.9,87.37,Asia,New
638c254c-076e-4bba-bc53-08bf6f92f25e,2023-02-28,Accessories,Scarves,481.37,176.6,North America,New
67814c1f-cc53-4e36-addc-3e13ab3b4d37,2023-06-07,Clothing,Dresses,113.98,8.47,Middle East,Loyal
20ac3703-eb67-446a-b7a6-e17cd72b6108,2022-09-14,Accessories,Jewelry,68.37,3.85,Middle East,Returning
64de82e6-e82c-4d7b-86e7-45f988bc539c,2024-08-24,Clothing,Pants,65.33,18.88,Asia,New
157d94a1-06f0-48ff-a9ba-5a27907bfe36,2024-07-08,Footwear,Sandals,54.17,8.76,Middle East,New
7631de9d-dde9-4863-a2bd-33886db99102,2024-09-25,Accessories,Scarves,425.54,24.74,South America,Returning
53cd6268-610c-4373-8299-9aa40cdf742b,2022-10-10,Accessories,Jewelry,410.94,61.09,Africa,Loyal
c2dff335-5666-4f9f-93ac-2ab974672cd9,2022-11-25,Clothing,Pants,76.72,22.54,Middle East,Loyal
d4f8fd72-f382-4cfd-8083-b73a473bd358,2023-08-12,Footwear,Sandals,321.89,114.95,Europe,Loyal
78660765-14f7-4e8d-95bc-b8d04094dded,2023-10-17,Clothing,Dresses,372.83,123.49,Asia,New
fff9f585-0d55-4b61-8a17-5dfebfc00dc8,2022-01-31,Footwear,Boots,155.38,17.42,Europe,Loyal
c7fee39f-1190-4938-a66f-d7f739669fa7,2023-06-28,Clothing,Tops,380.3,126.41,South America,Loyal
f319c125-07f1-44f9-8115-6d6d0a4e5b70,2024-10-09,Footwear,Heels,495.44,96.32,Africa,Returning
9f0fda8d-0537-4ff6-96d7-b3b833094d35,2023-01-20,Clothing,Pants,198.57,63.89,Africa,Loyal
ab61a7b1-793b-4c32-a050-04943d114802,2022-08-25,Accessories,Belts,183.59,68.99,North America,Returning
770c7798-37cc-463b-b2a0-345990604f62,2022-06-27,Footwear,Sneakers,432.04,86.47,Europe,Loyal
2af43ab7-5e6f-4a07-8453-6f1d41992fdf,2024-12-22,Clothing,Tops,380.42,119.49,Europe,Loyal
b7e6427c-bf78-4e3f-b6b7-51f79b749245,2024-07-30,Accessories,Jewelry,69.5,25.43,South America,Loyal
f6f7f0cc-29ec-4e49-91bd-b8c0c71d5e60,2022-06-27,Footwear,Heels,262.52,89.06,Europe,Returning
edcb8cb6-0692-4c63-9424-aed51bac5c15,2023-04-29,Footwear,Sandals,173.62,63.1,Middle East,Returning
f54ad0a2-e874-46d7-ad66-a1bd93676a02,2023-04-30,Footwear,Sneakers,206.82,11.13,Europe,New
32c5bd89-b70b-4420-b104-3785658b2523,2023-08-07,Footwear,Sneakers,454.58,37.25,Africa,Loyal
a092f52a-d4a0-47a7-b0cc-1b3b9793b9b4,2022-04-29,Clothing,Dresses,173.27,66.28,Middle East,Returning
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,2023-01-13,Accessories,Scarves,476.29,119.41,North America,Loyal
cbd58bf6-1efd-46e9-8e37-14af99b49350,2024-11-28,Clothing,Dresses,323.28,66.9,Europe,Loyal
8861fe18-58e2-4888-8a83-81bec85aca46,2024-05-29,Clothing,Tops,160.74,26.53,South America,Loyal
8186a576-11a7-4609-9edd-bbbfa9597663,2023-10-28,Accessories,Bags,342.81,107.41,South America,New
6b88f83d-d97d-49cd-833d-2bce575aed2c,2024-10-02,Footwear,Sandals,399.96,130.53,North America,Returning
5cb85aed-f5f6-4c97-aefb-63b11b049863,2024-02-01,Accessories,Belts,63.78,14.23,Middle East,Returning
b5122df8-75b1-4a55-9426-2982e43e4288,2024-09-14,Clothing,Pants,47.63,11.54,South America,New
859131d2-bbda-4242-ad17-4fc96f7c15ea,2022-08-26,Footwear,Sneakers,231.93,83.66,Africa,Returning
eb6c1016-cee6-44d0-9dac-6e8345241ea6,2024-10-07,Accessories,Scarves,188.44,17.14,Africa,New
6f81cf4f-7701-47bb-bbc6-7e1fc64ee6e3,2024-04-16,Footwear,Sandals,88.64,28.06,Middle East,Loyal
3ed8c56c-da09-4fa0-9282-8d8044b591f7,2024-07-09,Accessories,Jewelry,316.74,27.05,North America,Loyal
3e6dd58b-7367-428d-a1b2-94de4767d76c,2022-05-15,Clothing,Jackets,60.37,17.83,South America,Returning
6105716b-ab0e-464e-9c3e-b2d591e1aa96,2023-12-23,Footwear,Boots,54.93,18.55,Asia,Loyal
533420e6-d9d8-4b8d-be8a-dee70758e201,2023-06-07,Clothing,Dresses,359.0,28.17,Africa,New
cc3ebdde-5ad5-4f06-b64d-7c877cd0129d,2022-10-10,Clothing,Jackets,60.72,24.0,South America,New
989d9d4a-e15c-4666-8797-b2c957207246,2023-02-06,Footwear,Sandals,199.65,35.88,South America,Returning
0299436a-8e48-4223-86b9-8991e14eb70d,2024-12-25,Accessories,Scarves,410.14,156.48,Asia,Returning
3dc98290-15ea-4b27-b0e9-12f2f2b43abf,2024-03-13,Accessories,Bags,493.28,154.73,North America,Loyal
3d85de89-c217-4429-8e20-07247d137018,2023-09-24,Footwear,Sneakers,200.6,15.89,North America,Loyal
7da67785-b63b-4dc3-a559-e46379e13cea,2024-12-08,Clothing,Pants,393.03,96.47,North America,New
4b5305e5-17d2-482e-846a-0df5cafda613,2023-11-28,Accessories,Belts,223.63,82.12,Asia,Returning
4e6384bb-3e49-4f43-b118-f68d6786d506,2022-12-11,Clothing,Tops,73.37,16.32,North America,Loyal
8db06746-7927-4973-9e78-1fd794e0d3ba,2024-10-28,Footwear,Boots,25.45,5.45,North America,Loyal
bef59fe6-ff23-4d5f-aced-d15d58007c02,2024-04-04,Accessories,Belts,47.03,4.31,Africa,Returning
7428a656-b3ee-4d3b-9a10-412954aebd1b,2024-05-04,Accessories,Scarves,76.41,21.18,Asia,Returning
1ee34dc4-3b04-4a8b-805b-fdc94e7ed827,2023-02-25,Footwear,Heels,378.1,96.11,South America,Returning
892e6161-be2d-440a-9e9b-23bc50c7c006,2022-10-27,Footwear,Boots,481.84,87.31,Europe,Loyal
bd1531c8-3764-4bda-b108-d4482f65fafa,2024-12-08,Footwear,Heels,157.14,55.63,South America,New
